y,x1,x2
A,13.052276703514345,4.4196451660495955
A,13.674266381771744,7.725765742542156
A,21.274812489743557,2.0694333782902863
A,14.520120898631633,7.649822611647536
A,10.182634377146929,7.9318227280031195
A,14.401355326110494,11.171360431840931
A,13.430619996236716,5.220644288220248
A,15.658205518482234,9.252364948393764
A,10.304566883506595,7.325764958977133
A,12.034642673157991,8.971199924551426
A,15.960697727632844,0.6322333109457201
A,16.377904546866866,8.686327724831372
A,12.878555029376793,9.20249375284799
A,9.214565580600144,10.071649528652605
A,17.461722377430732,3.422896203215469
A,14.143938434441042,10.816680474236112
A,15.815637138937802,5.763490742357101
A,11.837174370604075,12.964707681446244
A,12.540570187027036,6.556317405905925
A,13.820538427230984,8.511984525934333
A,13.895577917092723,5.999880254543534
A,14.929304125773797,3.104940728187546
A,15.420692942713446,5.328703540227255
A,12.189383414577591,6.08299925887038
A,10.603165904483479,9.855739099258713
A,10.940038176556547,9.22743583523889
A,6.204827175322799,11.45444793192059
A,11.197790962502506,9.038387353908146
A,13.85303581398467,7.960016025397151
A,11.822226063187275,11.477303010249187
A,11.60102775962732,6.00927277721577
A,5.486075330935233,8.055078456510092
A,10.488916352199304,6.993704433295829
A,3.8603088946049393,11.9341641219659
A,19.322327167427375,4.5164726968921105
A,15.48230193074316,5.468610003940149
A,9.726228578046701,9.98206410849636
A,9.416468304126376,8.840283953919506
A,12.455947824735011,9.027412823638477
A,19.13263137700994,5.172187914651777
A,14.634059438743662,6.833916578491775
A,5.149555337562006,5.962170523497797
A,9.607636233057868,11.340616458302932
A,12.20204773206914,5.578068022761588
A,15.487586438720339,10.492682480594588
A,12.439914809801689,-0.15961119287240777
A,14.297403438653884,10.815014381091501
A,10.657379336584711,9.15460918607078
A,10.231039176972201,9.756829703297015
A,6.531992916964204,13.27481027223373
A,10.19486580164448,14.513553268075349
A,10.913717377343918,12.113725129578484
A,14.021735906160531,3.8120702006056266
A,11.658539732260943,8.320491171350124
A,9.854118907578892,10.307507583027135
A,14.023850780977808,6.029681479877778
A,14.674985137396934,5.91804068727706
A,16.181772262213755,4.769340829528856
A,11.004244803849495,7.088692664802516
A,14.025052391797507,5.190677090139329
A,12.763305137216507,4.2558486016488555
A,13.580442156734987,7.498241692860516
A,11.649789693985587,7.794691050529106
A,14.040510511490622,12.964278684487255
A,12.617473074291238,4.267743796152136
A,11.275480358662149,6.558992550507343
A,9.41878590372321,11.08388990525737
A,7.731125390245865,6.527574334371884
A,5.1042100890286015,14.559801069319228
A,13.885757178601443,6.04132276840145
A,13.700152257739484,11.306026762685175
A,11.892734208372662,7.987891383803157
A,7.49357219626232,14.188746236655614
A,14.378724582483166,8.404928505538198
A,11.489260933306168,3.571775929162065
A,7.8160541963128765,8.470567293581377
A,9.514664009245298,12.374785990768288
A,7.92494396808639,9.00039564785332
A,13.38802420465909,4.569905009964555
A,12.163408230581636,6.694677004624381
A,5.029906185219104,13.908137761817501
A,16.948605089117954,3.8779353491729305
A,5.619735919130299,11.069326724445276
A,10.194074782335562,10.974722009054688
A,11.65104651986864,4.408350667511322
A,12.98127912086993,8.065640135128422
A,13.293344110455585,4.307807340533048
A,12.683427007959727,7.212070854756352
A,11.767344968802915,10.525373347732689
A,10.222572897767447,10.065055805667177
A,16.890328089364687,3.154924313898693
A,13.79942266486866,8.699321451557324
A,13.739234356589996,8.8158216949074
A,13.24537996290156,5.8686407775215255
A,8.886397367633485,9.275346466189706
A,7.352675405821051,9.067478871501832
A,9.523520636611034,8.90347608888916
A,13.290869290900666,4.904547665696943
A,12.522866442861627,9.510753826130744
A,8.104632208118954,6.879022820086117
A,9.912190454254805,8.284002917945113
A,15.948718060619235,6.151043084870173
A,13.40280264384468,8.683051115947846
A,15.870346388941241,9.322120583994232
A,10.813915696240992,7.238496906004127
A,14.199378186852686,11.143821454821026
A,12.744997217382917,4.07220951428997
A,5.743926602603588,14.159043666324397
A,7.435759267549619,10.972659226953986
A,9.634102786406766,13.00002486347195
A,15.10207475408059,3.7491762191565083
A,7.209359093767421,8.249374677039121
A,13.615525335125405,7.888665689297898
A,9.890003160056326,6.278648173912665
A,18.613601963979974,1.8510240864244443
A,12.217180705203035,6.987692290813961
A,9.702960595807319,8.590718966455498
A,18.878989002361706,5.118015300482567
A,12.580685279910593,9.069915999727725
A,15.394448935447317,9.981488787426102
A,8.839433905108772,15.340027292912865
A,12.125776145748352,7.880862462505162
A,14.89779790195408,9.943811183747632
A,11.342267327632364,9.459225488949267
A,17.010836690874253,9.231376812854108
A,9.30921698456244,7.348736417735272
A,10.477433202489655,8.30789412104825
A,18.881192929255747,5.600876794411705
A,12.264439844002828,7.225432419390411
A,12.447987419024244,5.73628025332346
A,15.54867911370225,10.333760668161311
A,14.126257316685338,7.349358135104657
A,8.37509885162585,11.651344013934771
A,13.192951203764874,6.421551802439577
A,11.231947798719352,11.1380138164097
A,7.858104564227177,9.841673408181771
A,14.251028658461836,7.492546994049482
A,13.320264015134343,9.090822376985548
A,19.814687286702657,6.213668094672557
A,14.447747205895496,13.474925781209926
A,15.481056489505136,7.090777556531693
A,7.083954960804784,7.33717575634307
A,10.22135864586856,8.013327679715394
A,11.567478623160937,11.229493674623939
A,9.1451913408233,9.956316988277543
A,14.826086856667642,11.518373752157471
A,10.419118265716358,7.592050454524104
A,11.029173721962048,10.639908443857777
A,14.435836544877963,9.962794087832723
A,15.483631899174986,9.682970429973276
A,7.439688518275602,7.604413183791431
A,12.421883196159708,9.204011998730499
A,9.899795568006686,10.207648147913128
A,12.589203519278511,11.480360269878613
A,13.670532311814561,7.977419667105178
A,10.574744192730918,5.999702628180254
A,12.540878503882196,11.248691697271868
A,12.523301799473721,8.619882161165672
A,11.017787656047325,4.099858020205715
A,17.408680286344755,5.873859841016754
A,7.40250194360204,7.702226534277638
A,14.795662555713143,6.970595496463751
A,14.14443698430269,8.726858660455763
A,12.79946096185286,7.540054078346886
A,11.041857208280398,9.747133377388423
A,11.584752447939845,7.418330693130337
A,13.034268042010506,7.640033944838282
A,15.849804137737582,8.926107647887148
A,11.136263663471595,11.711864193590111
A,12.132619772181075,9.241982768696417
A,5.813329904162184,15.214860027047862
A,19.36394580808785,6.095840895382354
A,6.9535429237922894,11.520126676220508
A,14.243875793276233,6.435191978386405
A,12.880258173975367,8.066750466116407
A,7.892784221752667,7.495372967956028
A,9.676389996471638,9.278638384135649
A,9.530586385391935,6.996128292099816
A,14.420181178584482,9.302879333114124
A,16.118552999447456,10.082604703426089
A,4.620238943289022,15.462392502486745
A,20.143448192120022,1.2224393020919537
A,8.557804599430208,6.314943227423064
A,10.89534298837104,9.561170547459701
A,11.944820202384179,8.017436164983264
A,13.705756156158403,11.634515739661623
A,8.599436476458656,6.503657053191788
A,14.440210807416927,13.525387894661662
A,10.475108977136854,9.214836044330463
A,8.433625184977307,15.006282318762029
A,13.752348787129222,3.310519393580133
A,11.783794284039738,7.716527076828761
A,12.67734137942418,7.422732380896159
A,10.918621732799103,7.98619921567566
A,12.088867617061563,8.31929129191494
A,16.19060124174218,7.2918688213856875
A,10.921105174898566,4.941421343877783
A,9.474134115234813,6.763333193138512
A,11.010239684989315,6.827553465458235
A,9.72513434247862,9.145922953820925
A,8.291750707967424,8.006562541874251
A,13.682684164193912,7.728099811462499
A,17.11286680463993,9.853456189887169
A,13.904168660719103,8.410087773683388
A,14.010482312111266,9.608996523083679
A,15.330319136024109,5.023343062125242
A,17.88274975944121,7.764435522402273
A,14.559974274303993,5.206044220303982
A,8.376599424487758,10.050922100857711
A,8.5568823272658,8.047394413163467
A,7.736877375542577,8.35893267137229
A,14.289595997965176,8.97187640529839
A,12.565353890559507,3.232796984583735
A,11.14150567401278,8.519002278169012
A,9.5469234385437165,12.478709087224235
